experience,country,education,languages,frameworks,company_size,salary_usd
7,USA,,"Swift, PHP","Angular, Laravel",1001-5000,131700
57,USA,Bachelors,"PHP, PHP","Vue, Ruby on Rails",5000+,175279
9,Canada,Bachelors,"JavaScript, JavaScript","React, Ruby on Rails",5000+,93897
12,France,Bachelors,"Python, Python","React, Spring",5000+,117591
14,Brazil,Bachelors,"C++, JavaScript","ASP.NET, Angular",51-200,102926
14,India,High School,"PHP, Java","Spring, Laravel",51-200,66517
7,USA,Bachelors,"Swift, C#","Angular, Django",5000+,129807
,India,Bachelors,"Rust, PHP","Express, Spring",5000+,146955
16,  Canada  ,Bachelors,"PHP, Ruby","Django, Spring",1001-5000,-18341
13,USA,Bachelors,"Swift, Python","ASP.NET, Spring",11-50,139302
30,India,Bachelors,"C++, C++","ASP.NET, Spring",1-10,116113
28,UK,Masters,"Ruby, Go","Vue, Spring",201-1000,174340
38,USA,Bachelors,"JavaScript, Swift","Flask, Ruby on Rails",1-10,172655
34,India,High School,"Ruby, PHP",,11-50,133184
30,USA,Masters,"Go, C++","Flask, Angular",11-50,227605
2,USA,Bachelors,"Ruby, C#","React, Angular",51-200,
27,USA,Bachelors,"C++, JavaScript","Ruby on Rails, React",11-50,172969
5,USA,Masters,"Swift, JavaScript","Django, Django",51-200,132217
N/A,Australia,Bachelors,,"Express, Flask",1-10,155209
22,USA,Bachelors,"Java, JavaScript","React, Angular",5000+,166940
15,USA,PhD,"C++, C++","ASP.NET, React",11-50,
29,India,Bachelors,"JavaScript, Rust","ASP.NET, Angular",51-200,84626
13,Germany,PhD,"Go, JavaScript","Flask, Spring",1-10,102713
35,Japan,High School,"C++, Ruby","ASP.NET, ASP.NET",201-1000,164292
1,Germany,PhD,"JavaScript, Ruby","Django, Angular",1-10,
13,Australia,Masters,"Swift, Swift","Vue, Express",5000+,110111
33,UK,Masters,"C#, JavaScript",,1001-5000,153310
1,Australia,Bachelors,"Swift, Python","Laravel, Ruby on Rails",201-1000,56479
10,USA,Some College,"Ruby, Go",,11-50,unknown
8,India,Bachelors,,"Ruby on Rails, Ruby on Rails",201-1000,41169
34,India,Masters,"Swift, Swift","Vue, Django",1-10,132460
28,USA,Masters,"Swift, JavaScript","Ruby on Rails, ASP.NET",5000+,236565
3,India,Masters,"Go, C#","Express, Vue",1-10,33492
25,France,Masters,"Swift, Java","Laravel, Express",201-1000,136549
31,Germany,Masters,"Rust, C#","Ruby on Rails, Flask",1001-5000,139131
23,Canada,High School,"PHP, Java","Ruby on Rails, Ruby on Rails",5000+,122952
10,UK,Masters,"JavaScript, Rust","Spring, Vue",1-10,115951
40,France,Masters,,"React, Spring",11-50,null
37,UK,Masters,"Go, Python","Ruby on Rails, Express",201-1000,200649
37,USA,Some College,"Go, Ruby",,201-1000,240770
24,USA,Bachelors,"C++, Python","Angular, Angular",201-1000,176465
5,India,Bachelors,"JavaScript, Rust","Spring, React",1001-5000,34616
18,UK,Bachelors,"Go, C++","Angular, React",5000+,121908
16,India,Bachelors,"Swift, Python",,51-200,1046688
24,USA,PhD,"Ruby, Java","Ruby on Rails, Express",1-10,198317
,Australia,Bachelors,"PHP, Swift","Express, Spring",11-50,88142
7,USA,,"Go, Python","Django, Spring",1001-5000,95719
11,USA,Masters,,,1-10,126399
null,USA,Bachelors,"Java, C++","Ruby on Rails, React",5000+,243944
1,Canada,Bachelors,"Java, Python","Spring, Laravel",1-10,74778
7,Australia,Some College,"C++, JavaScript","Vue, Ruby on Rails",1-10,70081
2,Australia,Master,"Python, C++","Angular, Flask",5000+,90407
n/a,USA,Masters,"PHP, Rust","Express, Django",1-10,179782
32,Germany,Bachelors,"JavaScript, Rust","Flask, Express",1001-5000,169279
24,USA,Bachelors,"C#, C++","Laravel, Flask",5000+,153965
3,Japan,Some College,"JavaScript, Rust","React, Flask",11-50,60038
1,  USA  ,Bachelors,"C#, Swift","Laravel, ASP.NET",11-50,98309
14,Canada,Bachelors,"Ruby, Swift","Vue, Django",11-50,89183
13,USA,Bachelors,"Go, Ruby","Angular, Flask",201-1000,127129
26,USA,Bachelors,"Go, Ruby","Spring, Express",51-200,201354
21,USA,,"C#, Python","React, Spring",1-10,138017
35,India,Bachelors,"Go, JavaScript",,11-50,126225
2,USA,Some College,"Python, Go","Laravel, Vue",51-200,109839
26,USA,Bachelors,"PHP, Swift","Django, Django",5000+,212684
14,UK,Bachelors,"Java, Ruby","Django, ASP.NET",201-1000,103807
2,Australia,,"Java, C#","ASP.NET, Flask",201-1000,53550
,Germany,Bachelors,"C++, Swift","Vue, Express",51-200,96454
24,France,Bachelors,"JavaScript, C++","React, Flask",51-200,111275
18,USA,Masters,"Rust, Java","Angular, Angular",5000+,162368
-,Germany,,"C#, Java","ASP.NET, Flask",1-10,100426
16,Singapore,Bachelors,"C++, JavaScript","Flask, Spring",1-10,116205
10,USA,Bachelors,"Go, JavaScript","React, Ruby on Rails",5000+,142666
34,USA,PhD,"C#, C++","Spring, Flask",201-1000,240102
22,USA,Bachelors,"Python, Swift",,5000+,144617
6,UK,Masters,"Rust, C#","React, Angular",1001-5000,73263
38,Australia,Bachelors,"Rust, C++","Laravel, Vue",5000+,N/A
31,UK,Masters,"Java, Go","Express, Laravel",11-50,165626
39,USA,Masters,"Python, Rust","ASP.NET, Flask",1-10,188569
7,UK,,"Go, Rust","Django, Vue",1001-5000,65379
8,Canada,Masters,"C#, PHP","Ruby on Rails, Django",5000+,1391787
40,USA,Bachelors,"JavaScript, Swift","Spring, Flask",5000+,236188
22,UK,Some College,"Java, Java","Flask, Flask",51-200,145788
7,USA,Bachelors,"JavaScript, Go","React, Laravel",5000+,133307
21,USA,High School,"JavaScript, C++",,5000+,1305034
31,Germany,Masters,"Java, Rust","Vue, Ruby on Rails",51-200,151958
32,Singapore,,"Rust, Python","ASP.NET, Flask",11-50,156932
12,USA,Bachelors,"Go, C#","Spring, Express",201-1000,123483
10,India,Bachelors,"C++, Ruby","Spring, Django",11-50,
1,Japan,,"Swift, JavaScript","Laravel, ASP.NET",1001-5000,70946
0,USA,,"Ruby, Go","Flask, React",201-1000,98592
22,USA,Masters,"Python, Rust","Ruby on Rails, Express",1001-5000,197497
26,USA,Masters,"Python, Java","Express, Laravel",1001-5000,164011
32,France,Bachelors,"C++, Java","Angular, Angular",201-1000,155566
25,USA,,"Swift, JavaScript","Laravel, ASP.NET",5000+,168072
37,Canada,High School,"Swift, Ruby",,5000+,221091
5,UK,Masters,"Python, Python","React, Django",1-10,81508
29,USA,Masters,"PHP, Ruby","React, Flask",201-1000,216076
5,Japan,Bachelors,,"React, Angular",1001-5000,76658
34,Australia,Some College,"C++, C++","Laravel, React",1-10,170427
18,Canada,Bachelors,"Java, Java","Angular, Express",51-200,123172
19,USA,Bachelors,"JavaScript, C#","Laravel, Django",11-50,150277
25,Canada,Bachelors,"Java, C#","Laravel, Flask",1001-5000,113858
31,Canada,Masters,"Python, Go","Vue, Django",201-1000,174864
30,USA,Masters,"C#, C#","Ruby on Rails, Spring",5000+,220000
9,Canada,,"JavaScript, Python","ASP.NET, Laravel",5000+,97086
4,Singapore,Some College,"C#, Go","Vue, Express",51-200,52727
6,USA,High School,"Ruby, Go","Spring, Django",1-10,129337
25,Canada,Bachelors,"PHP, JavaScript","Ruby on Rails, Spring",51-200,125681
11,USA,Bachelors,,"React, Django",1-10,100817
13,Canada,Masters,"PHP, Go","Express, Laravel",11-50,126372
NaN,France,Masters,"Ruby, Python","Ruby on Rails, Express",51-200,57669
0,Canada,Some College,"C#, Rust","Spring, ASP.NET",1-10,61344
79,Japan,Masters,"Java, C#","React, Angular",5000+,155512
17,Brazil,Bachelors,"Java, PHP","Spring, Flask",1-10,90255
26,USA,Masters,"Ruby, Java","Django, Laravel",11-50,152103
3,UK,Bachelors,,"React, Spring",51-200,66879
23,USA,Some College,"Java, C#","Ruby on Rails, Ruby on Rails",1001-5000,141740
39,Brazil,Masters,"C#, Python","Ruby on Rails, Angular",201-1000,198478
0,Germany,Bachelors,"Ruby, Ruby","Vue, Angular",1001-5000,53158
26,UK,Bachelors,"JavaScript, Python","Ruby on Rails, Laravel",11-50,137015
31,Germany,Bachelor's,"JavaScript, Go","Django, Ruby on Rails",11-50,missing
27,USA,Bachelors,"Python, C#",,5000+,190719
9,France,Bachelors,"Python, Python","Angular, React",5000+,100428
0,USA,Bachelors,"Go, Java","Angular, Laravel",5000+,95569
25,India,Bachelors,"C#, C#","ASP.NET, Spring",1001-5000,95797
,India,Bachelors,"Swift, Python","Angular, Vue",5000+,28120
18,USA,Bachelors,"Swift, Rust","React, Ruby on Rails",51-200,155278
19,USA,Bachelors,"Java, Python","Ruby on Rails, Django",201-1000,153967
11,USA,Some College,"PHP, C++","Angular, Laravel",5000+,143230
27,USA,Masters,"C++, C#",,51-200,198730
34,India,Bachelor's,"PHP, Rust","Spring, ASP.NET",11-50,102747
18,Germany,Masters,"Ruby, PHP","Laravel, Angular",5000+,152706
26,France,Some College,"PHP, Go","Spring, Ruby on Rails",11-50,121784
13,India,High School,"PHP, C#","Spring, Vue",1001-5000,48107
26,USA,High School,"Go, Java","Flask, Flask",51-200,198333
34,USA,Bachelors,"C#, PHP","Laravel, Spring",1001-5000,-16465
26,USA,Bachelors,"Swift, Swift","Angular, Flask",51-200,195871
10,UK,Masters,"C#, PHP","Spring, Spring",5000+,92901
-6,USA,Masters,"Go, Python","Laravel, Ruby on Rails",5000+,124342
9,USA,Bachelors,"Java, Python","ASP.NET, Spring",5000+,111700
23,  Japan  ,Some College,"Go, Rust","Laravel, Angular",1-10,110506
33,Canada,Bachelors,"Swift, C#","Django, ASP.NET",11-50,146561
15,Australia,Masters,"Java, Go","React, Angular",51-200,122933
30,Canada,Bachelors,"C++, Go","Spring, React",1001-5000,123800
6,india,Masters,"C++, Go","Ruby on Rails, Express",1-10,39677
12,France,Masters,"Ruby, Rust","Spring, Vue",5000+,95629
11,JAPAN,Bachelors,"Rust, PHP","Spring, Django",1-10,92910
27,  Germany  ,Masters,"Java, Java","Spring, Laravel",201-1000,131076
10,USA,Bachelors,"PHP, JavaScript","Angular, Angular",1-10,110060
35,USA,Some College,"C++, Ruby","Laravel, ASP.NET",201-1000,164133
1,UK,Bachelors,"C++, Swift","Angular, Django",1-10,59013
25,Canada,Bachelors,"C#, Ruby","Angular, Express",1-10,123156
37,USA,Some College,"C#, Swift","Spring, Spring",51-200,237256
33,USA,Bachelors,"PHP, Swift","Ruby on Rails, Express",1001-5000,-43775
20,Canada,Bachelors,,"React, Angular",51-200,126335
9,USA,Bachelors,"Python, C++","React, Ruby on Rails",11-50,117766
0,USA,Bachelors,"PHP, PHP",,201-1000,n/a
,USA,,"C++, Python","ASP.NET, Django",1-10,212411
0,UNITED KINGDOM,,"JavaScript, C++","Vue, Ruby on Rails",51-200,58322
12,Germany,Bachelors,"C++, PHP","Vue, Django",51-200,85677
11,France,Masters,"C#, PHP","React, Flask",11-50,83443
10,Canada,Bachelors,"Python, Java","React, Spring",11-50,82073
,Germany,Bachelor,"Go, Swift","Spring, Django",1001-5000,67534
27,UK,High School,"PHP, C++","Laravel, Angular",51-200,152630
23,Germany,Masters,"C#, JavaScript","Laravel, Spring",5000+,153222
26,USA,Bachelors,"Swift, Swift","Spring, Flask",51-200,198774
4,USA,Bachelors,"Rust, Java","ASP.NET, Ruby on Rails",11-50,98425
37,USA,Bachelors,"Swift, C#","Spring, ASP.NET",11-50,
18,USA,Masters,,"Express, Angular",11-50,170905
4,Brazil,Masters,"C#, C++","Spring, Django",5000+,75243
4,USA,Bachelors,"JavaScript, C#","Spring, Vue",11-50,
17,Canada,Bachelors,"Java, Ruby","Angular, Django",5000+,-
23,India,MASTERS,"Go, Rust","Django, Spring",51-200,85004
28,USA,Bachelors,"Ruby, C++","ASP.NET, Vue",51-200,203635
6,USA,High School,"Java, Python","Flask, Flask",51-200,
3,Singapore,Masters,"Go, C++","React, Vue",5000+,-
,Australia,PhD,"Ruby, C++","Flask, Vue",201-1000,66199
,UK,Bachelors,"Python, Swift","Vue, Django",1-10,102785
22,US,,"Swift, C#","Vue, Spring",1-10,151691
26,Japan,Bachelors,"Python, Python","Flask, ASP.NET",1001-5000,121858
4,USA,Masters,,"ASP.NET, Express",11-50,107863
5,Japan,Bachelors,,"Flask, Flask",1-10,52606
14,USA,Masters,"Ruby, PHP","Spring, Express",11-50,164060
,UK,,,"Vue, Vue",5000+,100545
6,France,Masters,"Python, JavaScript","Flask, Flask",1-10,80915
13,USA,SOME COLLEGE,,"Vue, Express",1001-5000,-7168
18,India,Bachelors,"C#, Swift","Flask, React",5000+,90627
32,India,Bachelors,"Java, C++","Angular, React",11-50,-
20,USA,Masters,"Rust, C#","Ruby on Rails, Vue",1-10,147460
9,UK,  Some College  ,"Swift, JavaScript","Angular, Laravel",51-200,100331
3,India,Bachelors,"Java, PHP","ASP.NET, Spring",1-10,25362
8,Australia,Bachelors,"C#, Python","React, ASP.NET",1001-5000,77624
4,USA,High School,"Ruby, PHP","Express, Express",1001-5000,99150
3,USA,,"C#, JavaScript","ASP.NET, Ruby on Rails",1001-5000,84487
25,UK,Some College,"Python, Swift","Vue, Express",1-10,909698
10,USA,Masters,"PHP, C#","Spring, Ruby on Rails",5000+,147339
19,India,Bachelors,"Go, Java","Laravel, Ruby on Rails",1001-5000,62936
40,Japan,Masters,"JavaScript, Ruby","Ruby on Rails, ASP.NET",51-200,150089
15,Germany,PhD,"Java, Go","Flask, Angular",51-200,131000
0,Japan,Masters,"Java, Ruby","Express, React",51-200,57339
0,India,Some College,"C++, Rust","Angular, React",11-50,16249
8,USA,Masters,"Swift, Ruby","Vue, Spring",1-10,125832
16,UK,PhD,"C++, Swift","React, Ruby on Rails",1001-5000,143602
12,Canada,Bachelors,"C++, JavaScript","Flask, Ruby on Rails",51-200,107187
24,Japan,Masters,"Python, Rust","Spring, Flask",1001-5000,127462
7,USA,Some College,"PHP, Rust",,11-50,92802
22,UK,HighSchool,"C++, JavaScript","Django, React",51-200,119714
35,USA,Bachelors,"Ruby, Java","Angular, React",201-1000,228735
9,Canada,Masters,"Go, JavaScript","Express, Vue",1-10,84973
8,France,High School,"Java, Swift","Vue, Ruby on Rails",51-200,75143
31,India,Bachelors,"Java, Go","Laravel, Django",201-1000,90985
32,UK,Bachelors,,"ASP.NET, Spring",51-200,175155
35,Germany,Masters,,"Express, Spring",51-200,170898
8,Germany,,"C++, Swift","ASP.NET, Express",1-10,
19,Germany,,"JavaScript, C#",,51-200,114594
unknown,Japan,PhD,"JavaScript, C++","React, Angular",5000+,185431
15,Japan,Bachelors,"Swift, JavaScript","Django, Spring",5000+,124700
14,Germany,Some College,"Swift, C++","Flask, ASP.NET",201-1000,113025
40,India,Bachelors,"Go, Rust","Express, Spring",1-10,117619
33,USA,Bachelors,"C#, Rust","React, React",1-10,188237
22,USA,High School,"C++, Java","Laravel, React",201-1000,164876
-2,Canada,Masters,"Python, PHP","ASP.NET, React",1-10,118729
5,USA,Bachelors,"Java, PHP","Angular, Flask",51-200,96395
16,USA,,"C#, PHP","Angular, Flask",1-10,149251
26,USA,Bachelors,"Go, Swift","Angular, Vue",51-200,138958
15,USA,Masters,"Go, Rust","React, Vue",51-200,131538
40,USA,Bachelors,"Ruby, Swift","Spring, Vue",5000+,222480
28,USA,Bachelors,"Python, Ruby","Django, Django",11-50,145296
NaN,USA,Bachelors,,,201-1000,169794
21,AUSTRALIA,Masters,"Rust, Rust","Django, Flask",201-1000,127534
10,Australia,PhD,"Java, JavaScript","Django, Flask",1-10,80582
28,Australia,Masters,"Go, Rust","Flask, Spring",1001-5000,146364
17,USA,Bachelors,"C#, Java","Flask, Laravel",201-1000,122809
11,USA,Bachelors,"Swift, Rust","Flask, Vue",11-50,131928
1,USA,Masters,"C#, PHP","ASP.NET, Express",5000+,141177
19,USA,Bachelors,"Ruby, C++","Django, ASP.NET",11-50,159367
26,USA,PhD,"JavaScript, Java","Spring, Flask",5000+,192008
38,Australia,Masters,"Rust, Ruby","Express, Express",5000+,202736
18,JP,Masters,"Go, Python","ASP.NET, Ruby on Rails",1-10,93772
1,Germany,Bachelors,"Rust, Swift","React, Ruby on Rails",1001-5000,67430
10,USA,Bachelors,"Swift, Rust","Django, Flask",1-10,133709
29,France,Bachelors,"Swift, Java","Ruby on Rails, Vue",5000+,180558
17,USA,Bachelors,"C++, C++","Angular, Ruby on Rails",1-10,161158
25,France,High School,"Java, Java","Vue, React",1001-5000,1022866
25,India,Bachelors,"Go, Swift","ASP.NET, Laravel",1001-5000,87413
21,USA,Bachelors,"Go, Swift","Spring, Django",11-50,172131
23,Canada,Bachelors,,"ASP.NET, ASP.NET",51-200,125871
4,Japan,Masters,"Rust, C++","React, Spring",1001-5000,62368
29,USA,Masters,"Python, Python","Angular, React",51-200,183355
21,UNITED STATES,Masters,"JavaScript, Go","Vue, Express",1-10,163880
24,Germany,Masters,"Rust, Rust","Spring, Vue",51-200,166523
23,Japan,Masters,"Java, Go","Flask, Vue",1-10,?
35,Australia,High School,"Rust, C#","Spring, React",51-200,151972
NaN,USA,Bachelors,,"Laravel, Angular",11-50,160340
37,USA,PhD,"C#, Python","React, Vue",1-10,258027
-2,USA,Bachelors,"JavaScript, Rust","Angular, Ruby on Rails",5000+,151252
14,Germany,,"Swift, C#","Laravel, Spring",1-10,
unknown,India,PhD,"PHP, Go","Angular, Spring",201-1000,129768
19,India,Bachelors,"Python, Java","Express, Flask",201-1000,69831
32,USA,PhD,"PHP, Swift","ASP.NET, ASP.NET",5000+,237342
31,USA,Masters,"PHP, Python","Flask, ASP.NET",201-1000,166692
1,UK,,,"Laravel, Vue",11-50,57399
38,USA,,"JavaScript, Python","Ruby on Rails, ASP.NET",201-1000,236025
32,USA,Masters,"Rust, Python","Laravel, ASP.NET",11-50,197059
28,UK,Bachelors,"PHP, C++","ASP.NET, Flask",1-10,170091
8,USA,Masters,"Python, Rust","Vue, Spring",11-50,114437
38,France,Bachelors,"Java, Java","Django, Django",201-1000,167263
19,Japan,Some College,"Python, Python","Laravel, Laravel",1-10,88627
33,USA,Masters,"C#, C#","ASP.NET, Express",1001-5000,166463
34,USA,Bachelors,"Swift, C++","Ruby on Rails, React",11-50,197898
36,USA,Some College,,"Angular, Ruby on Rails",11-50,180349
28,Australia,Bachelors,"Rust, Rust","Django, Django",201-1000,150514
17,India,Masters,"Go, C#","Laravel, Vue",1-10,66239
,UK,Masters,"C++, C++","Spring, Vue",11-50,118435
14,USA,Some College,"Rust, Rust","Angular, Vue",1001-5000,
0,France,Bachelors,"C#, Java","Spring, Angular",201-1000,48212
8,Brazil,Bachelors,"Go, Python",,1001-5000,68323
21,Australia,Bachelors,"PHP, PHP","React, ASP.NET",1-10,110854
70,USA,Bachelors,"PHP, PHP","Express, Express",1001-5000,186745
8,Canada,Masters,"JavaScript, Swift","Ruby on Rails, Django",5000+,101288
31,USA,Some College,"Java, C++","Ruby on Rails, Django",1001-5000,186899
23,USA,Bachelors,"C++, Rust","Laravel, Django",51-200,171483
31,Singapore,Masters,"Python, C++","Flask, Vue",1-10,182179
34,Australia,Bachelors,"Swift, PHP","React, Spring",11-50,140864
13,USA,Masters,"Swift, Go","Express, Ruby on Rails",1-10,125036
7,USA,Some College,"Python, Java","Vue, React",201-1000,120405
30,USA,Bachelors,,"React, React",51-200,191456
9,USA,Bachelors,"PHP, Go","Flask, Vue",11-50,111093
21,USA,Bachelors,"PHP, Ruby","Vue, Flask",201-1000,134444
27,Germany,Bachelors,"Swift, Ruby","Angular, Flask",11-50,131065
13,U.S.A.,Masters,"PHP, C#","Django, ASP.NET",1-10,
18,Canada,Some College,"C++, JavaScript","Express, Express",1001-5000,125694
4,UK,BACHELORS,,"Express, Angular",5000+,100708
74,USA,,"Java, Rust","Flask, Express",1-10,139680
9,UK,Bachelors,,"Flask, Vue",1-10,93368
-,USA,Bachelors,"Ruby, Go","Spring, React",51-200,110680
,France,,"Ruby, Java","Express, Django",201-1000,159466
16,USA,Masters,"Ruby, Ruby","Spring, Ruby on Rails",11-50,156872
3,India,,"PHP, C#","ASP.NET, ASP.NET",1001-5000,23739
24,UK,,"C++, Go","ASP.NET, Express",51-200,159683
N/A,UK,Bachelors,"Ruby, Java","React, Angular",1001-5000,153291
31,India,Bachelors,"Ruby, Ruby","Spring, Flask",1001-5000,87830
27,USA,Some College,"Swift, JavaScript","React, Django",1001-5000,191240
20,Australia,Some College,"JavaScript, Swift","React, Express",5000+,106932
7,UK,Bachelors,"Go, Java","Angular, Angular",1001-5000,88117
16,UK,Bachelors,"C#, JavaScript","Spring, Django",51-200,127131
0,USA,Some College,"Rust, JavaScript","ASP.NET, Spring",5000+,105138
12,USA,Bachelors,"Swift, C#","Laravel, Laravel",1-10,140133
22,Germany,Bachelors,"C++, C++","Angular, Vue",11-50,107692
24,India,Masters,"C#, C#","Express, Spring",1001-5000,93557
-3,Germany,Bachelors,"Ruby, Python","Laravel, React",201-1000,80360
40,UK,Some College,"Swift, Rust","Django, Laravel",1-10,171874
2,Canada,Masters,"C++, Python","Laravel, Spring",1-10,86749
26,Japan,Bachelors,"C++, Swift","Spring, ASP.NET",201-1000,139476
3,USA,Bachelors,"JavaScript, Rust","Spring, ASP.NET",1-10,83281
8,UK,Masters,"Java, Ruby","React, Spring",5000+,118485
35,India,Master,,"Laravel, ASP.NET",51-200,114462
26,Canada,Masters,"Rust, C#","Laravel, Laravel",11-50,132253
21,USA,,"Python, Java","Express, Vue",51-200,154443
-6,UK,Masters,"PHP, C#","Flask, Angular",1001-5000,73640
